1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9784082363,661495.3769059898
1509585.9599706542,661495.3770194063
1509585.9599706542,661495.3770194063
1509585.9599706542,661495.3770194063
1509585.9784082363,661495.3769059898
1509585.9599706542,661495.3770194063
1509585.9784082363,661495.3769059898
1509585.9599706542,661495.3770194063
1509585.9599706542,661495.3770194063
1509585.9599706542,661495.3770194063
1509585.9599706542,661495.3770194063
1509585.9599706542,661495.3770194063
1509585.9784082363,661495.3769059898
1509585.9785191505,661495.3949367861
1509585.960414311,661495.4491425942
1509585.9609688823,661495.5392965784
1509585.961523454,661495.6294505597
1509585.9624107692,661495.7736969357
1509585.9634089998,661495.9359741026
1509585.9646290608,661496.1343128675
1509585.9659600381,661496.3506824292
1509585.9674019322,661496.5850827872
1509585.9689547436,661496.8375139419
1509585.970618473,661497.1079758932
1509585.9721712894,661497.3604070483
1509585.9737241082,661497.6128382037
1509585.9751660137,661497.8472385629
1509585.9766079213,661498.0816389223
1509585.978049831,661498.3160392819
1509585.979602659,661498.5684704354
1509585.981044573,661498.8028707955
1509585.9825974056,661499.0553019523
1509586.0025878234,661499.3076196928
1509586.0040297438,661499.5420200506
1509586.0055825838,661499.7944512052
1509586.0071354262,661500.0468823654
1509586.0086882708,661500.2993135204
1509586.010241118,661500.5517446812
1509586.0117939678,661500.8041758367
1509586.0133468197,661501.0566069952
1509586.014899674,661501.309038154
1509586.016452531,661501.5614693129
1509586.0180053904,661501.8139004748
1509586.019558252,661502.0663316315
1509586.0211111163,661502.318762794
1509586.0411015656,661502.5710805296
1509586.0425435153,661502.8054808929
1509586.0440963868,661503.0579120531
1509586.0456492605,661503.3103432135
1509586.028653634,661503.5448569997
1509586.066970758,661503.7790305192
1509586.0685236386,661504.0314616801
1509586.0699656014,661504.2658620445
1509586.0714075663,661504.500262409
1509586.0544119508,661504.7347761969
1509586.0559648406,661504.9872073588
1509586.057406812,661505.2216077215
1509586.0589597067,661505.4740388868
1509586.0604016823,661505.7084392498
1509586.0619545816,661505.9608704128
1509586.0635074833,661506.213301576
1509586.0649494657,661506.4477019397
1509586.066502372,661506.7001331061
1509586.0680552807,661506.9525642673
1509586.069608192,661507.2049954341
1509586.0527235225,661507.4575400208
1509586.0542764387,661507.7099711857
1509586.0558293571,661507.9624023506
1509586.0758198611,661508.2147200905
1509586.0590461246,661508.4852954814
1509586.0605990507,661508.7377266445
1509586.0621519792,661508.9901578132
1509586.0638158335,661509.2606197767
1509586.0654796907,661509.5310817376
1509586.0670326268,661509.7835129072
1509586.0688074138,661510.0720056688
1509586.0519227718,661510.324550263
1509586.0535866402,661510.595012228
1509586.0551395866,661510.8474433988
1509586.05680346,661511.1179053616
1509586.0400297532,661511.3884807552
1509586.060131216,661511.6588292962
1509586.043246589,661511.9113738934
